64, 0.097371, 1 
64, 0.023210, 2 
64, 0.022934, 3 
64, 0.006520, 4 
64, 0.006195, 5 
64, 0.006000, 6 
64, 0.006361, 7 
64, 0.002381, 8 
64, 0.002727, 9 
64, 0.002499, 10 
64, 0.002499, 11 
64, 0.002363, 12 
64, 0.002583, 13 
64, 0.002605, 14 
64, 0.002471, 15 
64, 0.001506, 16 
64, 0.001406, 17 
64, 0.001439, 18 
64, 0.001420, 19 
64, 0.001323, 20 
64, 0.001462, 21 
64, 0.001418, 22 
64, 0.001296, 23 
64, 0.001587, 24 
64, 0.001628, 25 
64, 0.001476, 26 
64, 0.001532, 27 
64, 0.001450, 28 
64, 0.001345, 29 
64, 0.001348, 30 
64, 0.001581, 31 
64, 0.001268, 32 
64, 0.001057, 33 
64, 0.001056, 34 
64, 0.001092, 35 
64, 0.001061, 36 
64, 0.001160, 37 
64, 0.001057, 38 
64, 0.001045, 39 
64, 0.001070, 40 
64, 0.001122, 41 
64, 0.001106, 42 
64, 0.001169, 43 
64, 0.001067, 44 
64, 0.001052, 45 
64, 0.001229, 46 
64, 0.001121, 47 
64, 0.001027, 48 
64, 0.001144, 49 
64, 0.001119, 50 
64, 0.001192, 51 
64, 0.001306, 52 
64, 0.001090, 53 
64, 0.001074, 54 
64, 0.001216, 55 
64, 0.001047, 56 
64, 0.001104, 57 
64, 0.001130, 58 
64, 0.001190, 59 
64, 0.001173, 60 
64, 0.001385, 61 
64, 0.001135, 62 
64, 0.001078, 63 
64, 0.001124, 64 
54, 0.001010, 0 
